"key";"form";"instruction";"en";"nl";"af";"sq";"am";"ar";"hy";"as";"az";"eu";"bn";"my";"bs";"bg";"ca";"zh";"da";"de";"et";"fo";"fi";"fr";"gl";"ka";"el";"gu";"he";"hi";"hu";"ga";"is";"id";"it";"ja";"kn";"kk";"km";"ko";"hr";"lo";"lv";"lt";"mk";"ms";"ml";"mr";"mn";"ne";"no";"uk";"or";"ug";"uz";"fa";"pl";"pt";"pa";"ro";"ru";"sr";"si";"sk";"sl";"es";"sw";"ta";"te";"th";"bo";"cs";"tr";"ur";"vi";"cy";"be";"zu";"sv"
"goal.title";"";"In the settings sheet. The info lines sit under a group and may wrap. Aim for 90 characters or fewer.";"Play goal";"Speeldoel";"Speeldoel";"Objektivi i lojës";"የጨዋታ ግብ";"هدف اللعب";"Խաղի նպատակ";"খেলৰ লক্ষ্য";"Oyun hədəfi";"Jolas-helburua";"খেলার লক্ষ্য";"ကစားချိန်ပန်းတိုင်";"Cilj igranja";"Цел за игра";"Objectiu de joc";"游戏目标";"Spillemål";"Spielziel";"Mängueesmärk";"Spælimál";"Pelitavoite";"Objectif de jeu";"Obxectivo de xogo";"თამაშის მიზანი";"Στόχος παιχνιδιού";"રમતનું લક્ષ્ય";"יעד משחק";"खेल लक्ष्य";"Játékcél";"Sprioc imeartha";"Spilamarkmið";"Target bermain";"Obiettivo di gioco";"あそぶ目標";"ಆಟದ ಗುರಿ";"Ойын мақсаты";"គោលដៅលេង";"놀이 목표";"Cilj igranja";"ເປົ້າໝາຍການຫຼິ້ນ";"Spēles mērķis";"Žaidimo tikslas";"Цел за играње";"Sasaran main";"കളിലക്ഷ്യം";"खेळाचे ध्येय";"Тоглох зорилго";"खेल लक्ष्य";"Spillemål";"Ігрова ціль";"ଖେଳ ଲକ୍ଷ୍ୟ";"ئويۇن نىشانى";"O‘yin maqsadi";"هدف بازی";"Cel gry";"Meta de jogo";"ਖੇਡਣ ਦਾ ਟੀਚਾ";"Obiectiv de joc";"Цель игры";"Cilj igranja";"ක්‍රීඩා ඉලක්කය";"Herný cieľ";"Igralni cilj";"Objetivo de juego";"Lengo la kucheza";"விளையாட்டு இலக்கு";"ఆట లక్ష్యం";"เป้าหมายการเล่น";"རྩེད་མོའི་དམིགས་ཡུལ";"Herní cíl";"Oyun hedefi";"کھیل کا ہدف";"Mục tiêu chơi";"Nod chwarae";"Мэта гульні";"Umgomo wokudlala";"Spelmål"
"goalPeriod.daily";"";"In the settings sheet. The info lines sit under a group and may wrap. Aim for 90 characters or fewer.";"Daily";"Dagelijks";"Daagliks";"Çdo ditë";"በየቀኑ";"يوميًا";"Օրական";"দৈনিক";"Gündəlik";"Egunero";"দৈনিক";"နေ့စဉ်";"Dnevno";"Всеки ден";"Diari";"每天";"Dagligt";"Täglich";"Iga päev";"Dagliga";"Päivittäin";"Chaque jour";"Diario";"ყოველდღე";"Καθημερινά";"દરરોજ";"יומי";"रोज़";"Naponta";"Gach lá";"Daglega";"Harian";"Giornaliero";"毎日";"ಪ್ರತಿದಿನ";"Күн сайын";"ប្រចាំថ្ងៃ";"매일";"Dnevno";"ລາຍວັນ";"Katru dienu";"Kasdien";"Дневно";"Harian";"ദിവസേന";"दररोज";"Өдөр бүр";"दैनिक";"Daglig";"Щодня";"ଦୈନିକ";"كۈندىلىك";"Har kuni";"روزانه";"Dziennie";"Diária";"ਰੋਜ਼ਾਨਾ";"Zilnic";"Ежедневно";"Dnevno";"දිනපතා";"Denne";"Dnevno";"Diario";"Kila siku";"தினமும்";"రోజువారీ";"รายวัน";"ཉིན་རེ";"Denně";"Günlük";"روزانہ";"Hằng ngày";"Bob dydd";"Штодня";"Nsuku zonke";"Dagligen"
"goalPeriod.weekly";"";"In the settings sheet. The info lines sit under a group and may wrap. Aim for 90 characters or fewer.";"Weekly";"Wekelijks";"Weekliks";"Çdo javë";"በየሳምንቱ";"أسبوعيًا";"Շաբաթական";"সাপ্তাহিক";"Həftəlik";"Astero";"সাপ্তাহিক";"အပတ်စဉ်";"Sedmično";"Всяка седмица";"Setmanal";"每周";"Ugentligt";"Wöchentlich";"Iga nädal";"Vikuliga";"Viikoittain";"Chaque semaine";"Semanal";"ყოველკვირა";"Εβδομαδιαία";"દર અઠવાડિયે";"שבועי";"हर हफ्ते";"Hetente";"Gach seachtain";"Vikulega";"Mingguan";"Settimanale";"毎週";"ಪ್ರತಿವಾರ";"Апта сайын";"ប្រចាំសប្ដាហ៍";"매주";"Tjedno";"ລາຍອາທິດ";"Katru nedēļu";"Kas savaitę";"Неделно";"Mingguan";"ആഴ്ചതോറും";"दर आठवड्याला";"Долоо хоног бүр";"साप्ताहिक";"Ukentlig";"Щотижня";"ସାପ୍ତାହିକ";"ھەپتىلىك";"Har hafta";"هفتگی";"Tygodniowo";"Semanal";"ਹਫ਼ਤਾਵਾਰੀ";"Săptămânal";"Еженедельно";"Nedeljno";"සතිපතා";"Týždenne";"Tedensko";"Semanal";"Kila wiki";"வாரமும்";"వారానికొకసారి";"รายสัปดาห์";"བདུན་རེ";"Týdně";"Haftalık";"ہفتہ وار";"Hằng tuần";"Bob wythnos";"Штотыдзень";"Masonto onke";"Varje vecka"
"home.cardsRemaining %lld";"";"In the menu header, beside a number. Extremely tight — this line must never wrap or truncate, and the layout shrinks it to fit. Aim for 12 characters or fewer. Keep 1× %lld (a number).";"%lld more";"nog %lld";"nog %lld";"edhe %lld";"ተጨማሪ %lld";"%lld أخرى";"ևս %lld";"আৰু %lld";"daha %lld";"%lld gehiago";"আর %lld";"နောက် %lld";"još %lld";"още %lld";"%lld més";"还差 %lld";"%lld mere";"noch %lld";"veel %lld";"%lld eftir";"vielä %lld";"Encore %lld";"%lld máis";"კიდევ %lld";"άλλα %lld";"હજુ %lld";"עוד %lld";"%lld और";"még %lld";"%lld eile";"%lld eftir";"%lld lagi";"%lld in più";"あと%lld";"ಇನ್ನೂ %lld";"Тағы %lld";"%lld ទៀត";"%lld개 더";"Još %lld";"ອີກ %lld";"vēl %lld";"dar %lld";"уште %lld";"%lld lagi";"ഇനി %lld";"आणखी %lld";"дахиад %lld";"अझै %lld";"%lld til";"ще %lld";"ଆଉ %lld";"يەنە %lld";"Yana %lld";"%lld تا دیگر";"jeszcze %lld";"mais %lld";"ਹੋਰ %lld";"încă %lld";"Ещё %lld";"još %lld";"තව %lld";"ešte %lld";"še %lld";"%lld más";"%lld zaidi";"இன்னும் %lld";"ఇంకా %lld";"อีก %lld";"ད་དུང %lld";"ještě %lld";"%lld daha";"مزید %lld";"Còn %lld";"%lld arall";"яшчэ %lld";"Kusele %lld";"%lld kvar"
"home.totalLabel";"";"In the menu header, beside a number. Extremely tight — this line must never wrap or truncate, and the layout shrinks it to fit. Aim for 12 characters or fewer.";"Total";"Totaal";"Totaal";"Gjithsej";"ጠቅላላ";"المجموع";"Ընդամենը";"মুঠ";"Cəmi";"Guztira";"মোট";"စုစုပေါင်း";"Ukupno";"Общо";"Total";"总计";"I alt";"Gesamt";"Kokku";"Í alt";"Yhteensä";"Total";"Total";"სულ";"Σύνολο";"કુલ";"סה״כ";"कुल";"Összesen";"Iomlán";"Samtals";"Total";"Totale";"合計";"ಒಟ್ಟು";"Барлығы";"សរុប";"합계";"Ukupno";"ລວມ";"Kopā";"Iš viso";"Вкупно";"Jumlah";"ആകെ";"एकूण";"Нийт";"जम्मा";"Totalt";"Усього";"ମୋଟ";"جەمئىي";"Jami";"مجموع";"Razem";"Total";"ਕੁੱਲ";"Total";"Всего";"Ukupno";"එකතුව";"Celkom";"Skupaj";"Total";"Jumla";"மொத்தம்";"మొత్తం";"รวม";"ཁྱོན་བསྡོམས";"Celkem";"Toplam";"کل";"Tổng";"Cyfanswm";"Усяго";"Isamba";"Totalt"
"info.mode.fractions.header";"";"The popup shown when a topic or mode button is tapped a second time. Aim for 55 characters or fewer.";"Parts";"Delen";"Dele";"Pjesë";"ክፍሎች";"الأجزاء";"Մասեր";"অংশ";"Hissələr";"Zatiak";"অংশ";"အပိုင်းများ";"Dijelovi";"Части";"Parts";"份数";"Dele";"Teile";"Osad";"Partar";"Osat";"Parts";"Partes";"ნაწილები";"Μέρη";"ભાગો";"חלקים";"भाग";"Részek";"Codanna";"Hlutar";"Bagian";"Parti";"パーツ";"ಭಾಗಗಳು";"Бөліктер";"ផ្នែក";"부분";"Dijelovi";"ສ່ວນ";"Daļas";"Dalys";"Делови";"Bahagian";"ഭാഗങ്ങൾ";"भाग";"Хэсэг";"भागहरू";"Deler";"Частини";"ଅଂଶ";"بۆلەكلەر";"Qismlar";"بخش‌ها";"Części";"Partes";"ਹਿੱਸੇ";"Părți";"Части";"Delovi";"කොටස්";"Časti";"Deli";"Partes";"Sehemu";"பகுதிகள்";"భాగాలు";"ส่วน";"ཆ་ཤས";"Části";"Parçalar";"حصے";"Phần";"Rhannau";"Часткі";"Izingxenye";"Delar"
"info.mode.fractions.multiple";"";"The popup shown when a topic or mode button is tapped a second time. Aim for 55 characters or fewer.";"Single and multiple parts";"Enkele en meerdere delen";"Een en meer dele";"Një ose disa pjesë";"አንድ እና ብዙ ክፍሎች";"جزء واحد أو عدة أجزاء";"Մեկ և մի քանի մաս";"এটা আৰু একাধিক অংশ";"Bir və bir neçə hissə";"Zati bat eta hainbat zati";"একটি ও একাধিক অংশ";"တစ်ပိုင်းနှင့် အပိုင်းများ";"Jedan ili više dijelova";"Една или няколко части";"Una o diverses parts";"一份或多份";"En eller flere dele";"Ein oder mehrere Teile";"Üks või mitu osa";"Ein og fleiri partar";"Yksi tai monta osaa";"Une ou plusieurs parts";"Unha ou varias partes";"ერთი და რამდენიმე ნაწილი";"Ένα ή περισσότερα μέρη";"એક અને ઘણા ભાગો";"חלק אחד או כמה חלקים";"एक या कई भाग";"Egy vagy több rész";"Cuid amháin nó níos mó";"Einn og fleiri hlutar";"Satu atau beberapa bagian";"Una o più parti";"1つまたはいくつかのパーツ";"ಒಂದು ಮತ್ತು ಹಲವು ಭಾಗಗಳು";"Бір және бірнеше бөлік";"មួយផ្នែក និងច្រើនផ្នែក";"한 부분과 여러 부분";"Jedan ili više dijelova";"ໜຶ່ງສ່ວນ ແລະ ຫຼາຍສ່ວນ";"Viena un vairākas daļas";"Viena ir kelios dalys";"Еден и повеќе делови";"Satu atau banyak bahagian";"ഒന്നോ പലതോ ഭാഗങ്ങൾ";"एक किंवा अनेक भाग";"Нэг болон олон хэсэг";"एक वा धेरै भाग";"Én eller flere deler";"Одна або кілька частин";"ଗୋଟିଏ ଓ ଅନେକ ଅଂଶ";"بىر ۋە كۆپ بۆلەك";"Bitta va bir nechta qism";"یک یا چند بخش";"Jedna lub kilka części";"Uma ou várias partes";"ਇੱਕ ਜਾਂ ਕਈ ਹਿੱਸੇ";"Una sau mai multe părți";"Одна или несколько частей";"Jedan ili više delova";"එකක් සහ කොටස් කිහිපයක්";"Jedna aj viac častí";"En ali več delov";"Una o varias partes";"Sehemu moja au nyingi";"ஒன்று அல்லது பல பகுதிகள்";"ఒకటి లేదా ఎక్కువ భాగాలు";"หนึ่งส่วนและหลายส่วน";"ཆ་ཤས་གཅིག་དང་མང་པོ";"Jedna i více částí";"Tek ve birden çok parça";"ایک اور کئی حصے";"Một hoặc nhiều phần";"Un rhan neu sawl rhan";"Адна і некалькі частак";"Ingxenye eyodwa neziningi";"En eller flera delar"
"info.mode.fractions.single";"";"The popup shown when a topic or mode button is tapped a second time. Aim for 55 characters or fewer.";"Always a single part";"Altijd een enkel deel";"Altyd een deel";"Gjithmonë një pjesë";"ሁልጊዜ አንድ ክፍል";"جزء واحد دائمًا";"Միշտ մեկ մաս";"সদায় এটা অংশ";"Həmişə bir hissə";"Beti zati bakarra";"সব সময় একটি অংশ";"အမြဲ တစ်ပိုင်းသာ";"Uvijek jedan dio";"Винаги една част";"Sempre una sola part";"总是一份";"Altid én del";"Immer nur ein Teil";"Alati üks osa";"Altíð ein partur";"Aina yksi osa";"Toujours une seule part";"Sempre unha soa parte";"ყოველთვის ერთი ნაწილი";"Πάντα ένα μέρος";"હંમેશા એક ભાગ";"תמיד חלק אחד";"हमेशा एक भाग";"Mindig egy rész";"Cuid amháin i gcónaí";"Alltaf einn hluti";"Selalu satu bagian";"Sempre una sola parte";"いつも1つのパーツ";"ಯಾವಾಗಲೂ ಒಂದು ಭಾಗ";"Әрқашан бір бөлік";"តែមួយផ្នែកជានិច្ច";"항상 한 부분";"Uvijek jedan dio";"ໜຶ່ງສ່ວນສະເໝີ";"Vienmēr viena daļa";"Visada viena dalis";"Секогаш еден дел";"Sentiasa satu bahagian";"എപ്പോഴും ഒരു ഭാഗം";"नेहमी एकच भाग";"Үргэлж нэг хэсэг";"सधैं एक भाग";"Alltid én del";"Завжди одна частина";"ସବୁବେଳେ ଗୋଟିଏ ଅଂଶ";"ھەمىشە بىر بۆلەك";"Har doim bitta qism";"همیشه یک بخش";"Zawsze jedna część";"Sempre uma parte";"ਹਮੇਸ਼ਾ ਇੱਕ ਹਿੱਸਾ";"Mereu o singură parte";"Всегда одна часть";"Uvek jedan deo";"හැමවිටම එක කොටසක්";"Vždy jedna časť";"Vedno en del";"Siempre una sola parte";"Daima sehemu moja";"எப்போதும் ஒரு பகுதி";"ఎప్పుడూ ఒక భాగం";"หนึ่งส่วนเสมอ";"རྟག་ཏུ་ཆ་ཤས་གཅིག";"Vždy jedna část";"Her zaman tek parça";"ہمیشہ ایک حصہ";"Luôn chỉ một phần";"Un rhan bob tro";"Заўсёды адна частка";"Njalo ingxenye eyodwa";"Alltid en del"
"info.mode.header";"";"The popup shown when a topic or mode button is tapped a second time. Aim for 55 characters or fewer.";"Order";"Volgorde";"Volgorde";"Rendi";"ቅደም ተከተል";"الترتيب";"Հերթականություն";"ক্ৰম";"Ardıcıllıq";"Ordena";"ক্রম";"အစဉ်";"Redoslijed";"Ред";"Ordre";"顺序";"Rækkefølge";"Reihenfolge";"Järjekord";"Raðfylgja";"Järjestys";"Ordre";"Orde";"თანმიმდევრობა";"Σειρά";"ક્રમ";"סדר";"क्रम";"Sorrend";"Ord";"Röð";"Urutan";"Ordine";"順番";"ಕ್ರಮ";"Реті";"លំដាប់";"순서";"Redoslijed";"ລຳດັບ";"Secība";"Tvarka";"Редослед";"Urutan";"ക്രമം";"क्रम";"Дараалал";"क्रम";"Rekkefølge";"Порядок";"କ୍ରମ";"تەرتىپ";"Tartib";"ترتیب";"Kolejność";"Ordem";"ਕ੍ਰਮ";"Ordine";"Порядок";"Redosled";"පිළිවෙළ";"Poradie";"Vrstni red";"Orden";"Mpangilio";"வரிசை";"క్రమం";"ลำดับ";"གོ་རིམ";"Pořadí";"Sıra";"ترتیب";"Thứ tự";"Trefn";"Парадак";"Ukuhleleka";"Ordning"
"info.mode.mixed";"";"The popup shown when a topic or mode button is tapped a second time. Aim for 55 characters or fewer.";"Mixed with lower levels";"Gemengd met lagere niveaus";"Gemeng met laer vlakke";"Përzier me nivele më të ulëta";"ከዝቅተኛ ደረጃዎች ጋር ድብልቅ";"مختلط مع المستويات السابقة";"Խառը՝ ավելի ցածր մակարդակների հետ";"আগৰ লেভেলৰ সৈতে মিশ্ৰ";"Aşağı səviyyələrlə qarışıq";"Beheko mailekin nahasita";"নিচের লেভেলসহ মিশ্র";"အောက်အဆင့်များနှင့် ရောစပ်";"Pomiješano s nižim nivoima";"Смесено с по-ниски нива";"Barrejat amb nivells anteriors";"混合较低关卡";"Blandet med lavere baner";"Mit niedrigeren Levels gemischt";"Koos varasemate tasemetega";"Blandað við lægri stigum";"Mukana alempia tasoja";"Mélangé avec les niveaux précédents";"Mesturado con niveis anteriores";"შერეული ქვედა დონეებთან";"Μίξη με προηγούμενα επίπεδα";"નીચલા લેવલ સાથે મિશ્ર";"מעורבב עם שלבים קודמים";"पिछले स्तरों के साथ मिक्स";"Alsóbb szintekkel vegyesen";"Measctha le leibhéil níos ísle";"Blandað við lægri borð";"Dicampur dengan level sebelumnya";"Misto con livelli precedenti";"前のレベルもまぜる";"ಕೆಳ ಹಂತಗಳೊಂದಿಗೆ ಮಿಶ್ರ";"Төменгі деңгейлермен аралас";"លាយជាមួយកម្រិតមុនៗ";"낮은 레벨과 섞기";"Miješano s nižim razinama";"ປະສົມກັບດ່ານທີ່ຕ່ຳກວ່າ";"Kopā ar zemākiem līmeņiem";"Kartu su žemesniais lygiais";"Измешано со пониски нивоа";"Campur dengan tahap lebih rendah";"താഴത്തെ ലെവലുകളുമായി കലർത്തിയത്";"खालच्या स्तरांसोबत मिश्र";"Доод түвшинтэй холих";"तल्ला लेभलसँग मिसिएको";"Blandet med lavere nivåer";"Разом із нижчими рівнями";"ତଳ ଲେଭେଲ୍ ସହ ମିଶ୍ରିତ";"تۆۋەن دەرىجىلەر بىلەن ئارىلاش";"Quyi bosqichlar bilan aralash";"ترکیب با مرحله‌های پایین‌تر";"Razem z niższymi poziomami";"Misturado com níveis anteriores";"ਹੇਠਲੇ ਲੈਵਲਾਂ ਨਾਲ ਮਿਲੇ-ਜੁਲੇ";"Amestecat cu niveluri mai ușoare";"Вместе с прошлыми уровнями";"Pomešano s nižim nivoima";"පහළ මට්ටම් සමඟ මිශ්‍ර";"Zmiešané s nižšími úrovňami";"Mešano z lažjimi stopnjami";"Mezclado con niveles anteriores";"Imechanganywa na viwango vya chini";"கீழ்நிலைகளுடன் கலவை";"తక్కువ లెవల్‌లతో కలిపి";"ผสมกับด่านก่อนหน้า";"རིམ་པ་དམའ་བ་དང་འདྲེས་པ";"Smíšené s nižšími úrovněmi";"Önceki seviyelerle karışık";"پچھلے لیولز کے ساتھ مکس";"Trộn với các cấp thấp hơn";"Cymysg â lefelau is";"Разам з лягчэйшымі ўзроўнямі";"Kuxutshwe namaleveli aphansi";"Blandat med lägre nivåer"
